Particle#,Stick Time,Row,Column
1,0.01908397674560547,100,101
2,0.431427001953125,101,101
3,0.0773770809173584,100,102
4,0.2213890552520752,102,101
5,0.15452289581298828,102,102
6,0.8256020545959473,101,100
7,0.12795281410217285,102,101
8,0.8970019817352295,100,100
9,0.28541111946105957,100,103
10,0.12543892860412598,99,101
11,0.18806219100952148,100,99
12,0.21398210525512695,103,101
13,0.10345602035522461,100,98
14,0.011766195297241211,99,102
15,0.07436609268188477,100,97
16,0.3461589813232422,101,97
17,0.07194900512695312,104,101
18,0.9308822154998779,100,96
19,0.0698080062866211,104,102
20,0.10818290710449219,99,100
21,0.7768399715423584,105,102
22,0.17625188827514648,98,100
23,0.1108698844909668,100,95
24,0.12895894050598145,99,95
25,0.2108628749847412,97,100
26,0.24049711227416992,103,100
27,0.6284079551696777,97,101
28,0.5854251384735107,98,95
29,0.2943730354309082,102,103
30,0.18869900703430176,97,102
31,0.31160402297973633,98,94
32,0.12380504608154297,96,102
33,0.024634838104248047,97,95
34,0.11178088188171387,95,102
35,0.1617579460144043,98,94
36,0.08462810516357422,101,95
37,0.1159830093383789,101,96
38,0.4193308353424072,104,103
39,0.30582213401794434,102,96
40,0.2636070251464844,104,100
41,0.18473196029663086,104,104
42,0.5369071960449219,96,103
43,0.3630640506744385,106,102
44,0.04048299789428711,103,104
45,0.252791166305542,103,105
46,0.1879889965057373,105,103
47,0.10457205772399902,105,100
48,0.1689128875732422,98,93
49,0.05285501480102539,102,95
50,0.21856379508972168,96,103
51,0.051438093185424805,105,104
52,0.19160008430480957,103,95
53,0.03140592575073242,98,92
54,0.13254404067993164,96,95
55,0.07787489891052246,96,96
56,0.1494309902191162,95,103
57,0.5116190910339355,103,106
58,0.0936279296875,106,103
59,0.08866119384765625,104,95
60,0.026888132095336914,102,106
61,0.22866606712341309,107,103
62,0.05825304985046387,98,93
63,0.08111095428466797,105,95
64,0.16451215744018555,103,107
65,0.18746614456176758,106,95
66,0.24353504180908203,96,104
67,0.08093690872192383,106,100
68,0.0332341194152832,108,103
69,0.016621828079223633,101,106
70,0.1136319637298584,95,104
71,0.03453397750854492,103,108
72,0.17068719863891602,100,106
73,0.41582512855529785,100,107
74,0.5159511566162109,94,104
75,0.036863088607788086,108,104
76,0.0796809196472168,95,96
77,0.12223601341247559,100,108
78,0.16061902046203613,109,104
79,0.050971031188964844,106,94
80,0.3543109893798828,108,105
81,0.13401412963867188,99,108
82,0.05666399002075195,96,97
83,0.16023993492126465,109,103
84,0.06720805168151855,98,92
85,0.11774301528930664,108,102
86,0.8481600284576416,99,109
87,0.08271193504333496,94,96
88,0.0656900405883789,98,92
89,0.05041313171386719,98,109
90,0.2281639575958252,107,100
91,0.15352892875671387,106,93
92,0.3845698833465576,106,92
93,0.025875091552734375,103,109
94,0.06767487525939941,107,92
95,0.11720895767211914,98,91
96,0.040541887283325195,97,92
97,0.05836892127990723,108,106
98,0.08758687973022461,108,92
99,0.12334394454956055,98,108
100,0.09205889701843262,97,109
101,0.10651516914367676,97,92
102,0.0646219253540039,106,96
103,0.18111395835876465,93,96
104,0.008222103118896484,94,105
105,0.18066978454589844,93,104
106,0.039396047592163086,106,91
107,0.04067492485046387,97,110
108,0.21140003204345703,109,92
109,0.013342857360839844,106,90
110,0.07939696311950684,97,111
111,0.23224711418151855,97,112
112,0.08028888702392578,96,94
113,0.08455586433410645,103,110
114,0.03479886054992676,110,103
115,0.08658409118652344,109,106
116,0.0346989631652832,107,93
117,0.2783370018005371,92,96
118,0.10447096824645996,92,95
119,0.30634188652038574,96,109
120,0.17624592781066895,95,109
